title;author;date;link;pdf_link;query;search_engine;nr_found;cite_count;doi;Investigate further?
Power sources and electrical recharging strategies for implantable medical devices;Xiaojuan Wei,    Jing Liu;2008;https://link.springer.com/article/10.1007/s11708-008-0016-3;https://link.springer.com/content/pdf/10.1007%2Fs11708-008-0016-3.pdf;portable+device*+AND+transaction*+AND+mobile_SpringerLink.csv;SpringerLink;2;73;https://doi.org/10.1007/s11708-008-0016-3;
NanoECC: Testing the Limits of Elliptic Curve Cryptography in Sensor Networks;Piotr Szczechowiak,    Leonardo B. Oliveira,    Michael Scott…;2008;https://link.springer.com/chapter/10.1007/978-3-540-77690-1_19;No PDF available;portable+device*+AND+transaction*+AND+mobile_SpringerLink.csv;SpringerLink;6;100;https://doi.org/10.1007/978-3-540-77690-1_19;
At the Flick of a Switch: Detecting and Classifying Unique Electrical Events on the Residential Power Line (Nominated for the Best Paper Award);Shwetak N. Patel,    Thomas Robertson,    Julie A. Kientz…;2007;https://link.springer.com/chapter/10.1007/978-3-540-74853-3_16;No PDF available;portable+device*+AND+transaction*+AND+mobile_SpringerLink.csv;SpringerLink;3;50;https://doi.org/10.1007/978-3-540-74853-3_16;
Computer Vision on Mars;Larry Matthies,    Mark Maimone,    Andrew Johnson…;2007;https://link.springer.com/article/10.1007/s11263-007-0046-z;https://link.springer.com/content/pdf/10.1007%2Fs11263-007-0046-z.pdf;portable+device*+AND+transaction*+AND+mobile_SpringerLink.csv;SpringerLink;8;82;https://doi.org/10.1007/s11263-007-0046-z;
R-OSGi: Distributed Applications Through Software Modularization;Jan S. Rellermeyer,    Gustavo Alonso,    Timothy Roscoe;2007;https://link.springer.com/chapter/10.1007/978-3-540-76778-7_1;https://link.springer.com/content/pdf/10.1007%2F978-3-540-76778-7_1.pdf;portable+device*+AND+transaction*+AND+mobile_SpringerLink.csv;SpringerLink;7;67;https://doi.org/10.1007/978-3-540-76778-7_1;
Marketing to and serving customers through the internet: An overview and research agenda;A. Parasuraman,    George M. Zinkhan;2002;https://link.springer.com/article/10.1177/009207002236906;https://link.springer.com/content/pdf/10.1177%2F009207002236906.pdf;portable+device*+AND+transaction*+AND+mobile_SpringerLink.csv;SpringerLink;5;137;https://doi.org/10.1177/009207002236906;
Activity Recognition from User-Annotated Acceleration Data;Ling Bao,    Stephen S. Intille;2004;https://link.springer.com/chapter/10.1007/978-3-540-24646-6_1;No PDF available;portable+device*+AND+transaction*+AND+mobile_SpringerLink.csv;SpringerLink;14;360;https://doi.org/10.1007/978-3-540-24646-6_1;
Wireless Sensor Networks for Cattle Health Monitoring;Ivan Andonovic,    Craig Michie,    Michael Gilroy,    Hock Guan Goh…;2010;https://link.springer.com/chapter/10.1007/978-3-642-10781-8_3;No PDF available;portable+device*+AND+transaction*+AND+mobile_SpringerLink.csv;SpringerLink;11;5411;https://doi.org/10.1007/978-3-642-10781-8_3;
The state-of-the-art in sealing technology for solid oxide fuel cells;K. Scott Weil;2006;https://link.springer.com/article/10.1007/s11837-006-0052-6;https://link.springer.com/content/pdf/10.1007%2Fs11837-006-0052-6.pdf;portable+device*+AND+transaction*+AND+mobile_SpringerLink.csv;SpringerLink;2;50;https://doi.org/10.1007/s11837-006-0052-6;
Time-focused clustering of trajectories of moving objects;Mirco Nanni,    Dino Pedreschi;2006;https://link.springer.com/article/10.1007/s10844-006-9953-7;https://link.springer.com/content/pdf/10.1007%2Fs10844-006-9953-7.pdf;portable+device*+AND+transaction*+AND+mobile_SpringerLink.csv;SpringerLink;2;148;https://doi.org/10.1007/s10844-006-9953-7;
A Review on Agri-food Supply Chain Traceability by Means of RFID Technology;Corrado Costa,    Francesca Antonucci,    Federico Pallottino…;2013;https://link.springer.com/article/10.1007/s11947-012-0958-7;https://link.springer.com/content/pdf/10.1007%2Fs11947-012-0958-7.pdf;portable+device*+AND+transaction*+AND+mobile_SpringerLink.csv;SpringerLink;4;59;https://doi.org/10.1007/s11947-012-0958-7;
"Body Area Network for Ubiquitous Healthcare Applications: Theory and Implementation
";Sana Ullah,    Kyung Sup Kwak;2011;https://link.springer.com/article/10.1007/s10916-011-9787-x;https://link.springer.com/content/pdf/10.1007%2Fs10916-011-9787-x.pdf;portable+device*+AND+transaction*+AND+mobile_SpringerLink.csv;SpringerLink;3;76;https://doi.org/10.1007/s10916-011-9787-x;
Micro-manufacturing: research, technology outcomes and development issues;Yi Qin,    A. Brockett,    Y. Ma,    A. Razali…;2010;https://link.springer.com/article/10.1007/s00170-009-2411-2;https://link.springer.com/content/pdf/10.1007%2Fs00170-009-2411-2.pdf;portable+device*+AND+transaction*+AND+mobile_SpringerLink.csv;SpringerLink;4;101;https://doi.org/10.1007/s00170-009-2411-2;
Active, optical range imaging sensors;Paul J. Besl;1988;https://link.springer.com/article/10.1007/BF01212277;https://link.springer.com/content/pdf/10.1007%2FBF01212277.pdf;portable+device*+AND+transaction*+AND+mobile_SpringerLink.csv;SpringerLink;2;271;https://doi.org/10.1007/BF01212277;
SDIoT: a software defined based internet of things framework;Yaser Jararweh,    Mahmoud Al-Ayyoub…;2015;https://link.springer.com/article/10.1007/s12652-015-0290-y;https://link.springer.com/content/pdf/10.1007%2Fs12652-015-0290-y.pdf;portable+device*+AND+transaction*+AND+mobile_SpringerLink.csv;SpringerLink;5;58;https://doi.org/10.1007/s12652-015-0290-y;
Hierarchical and QoS-Aware Routing in Multihop Wireless Mesh Networks;Paolo Bucciol,    Frank Y. Li,    Nikos Fragoulis…;2009;https://link.springer.com/chapter/10.1007/978-1-84800-909-7_3;No PDF available;portable+device*+AND+transaction*+AND+mobile_SpringerLink.csv;SpringerLink;9;71;https://doi.org/10.1007/978-1-84800-909-7_3;y
White-Box Cryptography and an AES Implementation;Stanley Chow,    Philip Eisen,    Harold Johnson…;2003;https://link.springer.com/chapter/10.1007/3-540-36492-7_17;https://link.springer.com/content/pdf/10.1007%2F3-540-36492-7_17.pdf;portable+device*+AND+transaction*+AND+mobile_SpringerLink.csv;SpringerLink;6;52;https://doi.org/10.1007/3-540-36492-7_17;
Diffusion of Technology: Frequency of use for Younger and Older Adults;Katherine E. Olson,    Marita A. O’Brien,    Wendy A. Rogers…;2011;https://link.springer.com/article/10.1007/s12126-010-9077-9;https://link.springer.com/content/pdf/10.1007%2Fs12126-010-9077-9.pdf;portable+device*+AND+transaction*+AND+mobile_SpringerLink.csv;SpringerLink;1;72;https://doi.org/10.1007/s12126-010-9077-9;
On the Origins of Pottery;Prudence M. Rice;1999;https://link.springer.com/article/10.1023/A%3A1022924709609;https://link.springer.com/content/pdf/10.1023%2FA%3A1022924709609.pdf;portable+device*+AND+transaction*+AND+mobile_SpringerLink.csv;SpringerLink;4;61;https://doi.org/10.1023/A:1022924709609;
Collusive Bidding: Lessons from the FCC Spectrum Auctions;Peter Cramton,    Jesse A. Schwartz;2000;https://link.springer.com/article/10.1023/A%3A1008174031940;https://link.springer.com/content/pdf/10.1023%2FA%3A1008174031940.pdf;portable+device*+AND+transaction*+AND+mobile_SpringerLink.csv;SpringerLink;1;64;https://doi.org/10.1023/A:1008174031940;
Modeling the World from Internet Photo Collections;Noah Snavely,    Steven M. Seitz,    Richard Szeliski;2008;https://link.springer.com/article/10.1007/s11263-007-0107-3;https://link.springer.com/content/pdf/10.1007%2Fs11263-007-0107-3.pdf;portable+device*+AND+transaction*+AND+mobile_SpringerLink.csv;SpringerLink;4;782;https://doi.org/10.1007/s11263-007-0107-3;
Information Filtering: Overview of Issues, Research and Systems;Uri Hanani,    Bracha Shapira,    Peretz Shoval;2001;https://link.springer.com/article/10.1023/A%3A1011196000674;https://link.springer.com/content/pdf/10.1023%2FA%3A1011196000674.pdf;portable+device*+AND+transaction*+AND+mobile_SpringerLink.csv;SpringerLink;2;160;https://doi.org/10.1023/A:1011196000674;
Environmental risk factors for primary malignant brain tumors: A review;Margaret Wrensch,    Melissa L. Bondy,    John Wiencke,    Michael Yost;1993;https://link.springer.com/article/10.1007/BF01054274;https://link.springer.com/content/pdf/10.1007%2FBF01054274.pdf;portable+device*+AND+transaction*+AND+mobile_SpringerLink.csv;SpringerLink;3;52;https://doi.org/10.1007/BF01054274;
Recent automatic text summarization techniques: a survey;Mahak Gambhir,    Vishal Gupta;2017;https://link.springer.com/article/10.1007/s10462-016-9475-9;https://link.springer.com/content/pdf/10.1007%2Fs10462-016-9475-9.pdf;portable+device*+AND+transaction*+AND+mobile_SpringerLink.csv;SpringerLink;1;51;https://doi.org/10.1007/s10462-016-9475-9;
Recommendation Systems for Personalized Technology-Enhanced Learning;Mohamed Koutheaïr Khribi,    Mohamed Jemni…;2015;https://link.springer.com/chapter/10.1007/978-3-662-44659-1_9;No PDF available;portable+device*+AND+transaction*+AND+mobile_SpringerLink.csv;SpringerLink;3;80;https://doi.org/10.1007/978-3-662-44659-1_9;
Geography and computational social science;Paul M. Torrens;2010;https://link.springer.com/article/10.1007/s10708-010-9361-y;https://link.springer.com/content/pdf/10.1007%2Fs10708-010-9361-y.pdf;portable+device*+AND+transaction*+AND+mobile_SpringerLink.csv;SpringerLink;5;91;https://doi.org/10.1007/s10708-010-9361-y;
Constraint-Based Recommender Systems;Alexander Felfernig,    Gerhard Friedrich,    Dietmar Jannach…;2015;https://link.springer.com/chapter/10.1007/978-1-4899-7637-6_5;https://link.springer.com/content/pdf/10.1007%2F978-1-4899-7637-6_5.pdf;portable+device*+AND+transaction*+AND+mobile_SpringerLink.csv;SpringerLink;11;364;https://doi.org/10.1007/978-1-4899-7637-6_5;
Support vector machines models for surface roughness prediction in CNC turning of AISI 304 austenitic stainless steel;Ulaş Çaydaş,    Sami Ekici;2012;https://link.springer.com/article/10.1007/s10845-010-0415-2;https://link.springer.com/content/pdf/10.1007%2Fs10845-010-0415-2.pdf;portable+device*+AND+transaction*+AND+mobile_SpringerLink.csv;SpringerLink;1;59;https://doi.org/10.1007/s10845-010-0415-2;
Depth Extraction from Video Using Non-parametric Sampling;Kevin Karsch,    Ce Liu,    Sing Bing Kang;2012;https://link.springer.com/chapter/10.1007/978-3-642-33715-4_56;No PDF available;portable+device*+AND+transaction*+AND+mobile_SpringerLink.csv;SpringerLink;3;59;https://doi.org/10.1007/978-3-642-33715-4_56;
Blind Evaluation of Nearest Neighbor Queries Using Space Transformation to Preserve Location Privacy;Ali Khoshgozaran,    Cyrus Shahabi;2007;https://link.springer.com/chapter/10.1007/978-3-540-73540-3_14;No PDF available;portable+device*+AND+transaction*+AND+mobile_SpringerLink.csv;SpringerLink;4;83;https://doi.org/10.1007/978-3-540-73540-3_14;
Big Data in product lifecycle management;Jingran Li,    Fei Tao,    Ying Cheng…;2015;https://link.springer.com/article/10.1007/s00170-015-7151-x;https://link.springer.com/content/pdf/10.1007%2Fs00170-015-7151-x.pdf;portable+device*+AND+transaction*+AND+mobile_SpringerLink.csv;SpringerLink;4;125;https://doi.org/10.1007/s00170-015-7151-x;
Design Procedure for Two-Stage CMOS Transconductance Operational Amplifiers: A Tutorial;G. Palmisano,    G. Palumbo,    S. Pennisi;2001;https://link.springer.com/article/10.1023/A%3A1011229119071;https://link.springer.com/content/pdf/10.1023%2FA%3A1011229119071.pdf;portable+device*+AND+transaction*+AND+mobile_SpringerLink.csv;SpringerLink;3;53;https://doi.org/10.1023/A:1011229119071;
The Value of a Statistical Life: A Critical Review of Market Estimates Throughout the World;W. Kip Viscusi,    Joseph E. Aldy;2003;https://link.springer.com/article/10.1023/A%3A1025598106257;https://link.springer.com/content/pdf/10.1023%2FA%3A1025598106257.pdf;portable+device*+AND+transaction*+AND+mobile_SpringerLink.csv;SpringerLink;5;677;https://doi.org/10.1023/A:1025598106257;
The pugilistic point of view: How boxers think and feel about their trade;Loïc J. D. Wacquant;1995;https://link.springer.com/article/10.1007/BF00993521;https://link.springer.com/content/pdf/10.1007%2FBF00993521.pdf;portable+device*+AND+transaction*+AND+mobile_SpringerLink.csv;SpringerLink;2;84;https://doi.org/10.1007/BF00993521;
Data management in cloud environments: NoSQL and NewSQL data stores;Katarina Grolinger,    Wilson A Higashino…;2013;https://link.springer.com/article/10.1186/2192-113X-2-22;https://link.springer.com/content/pdf/10.1186%2F2192-113X-2-22.pdf;Mobile+transactions+AND+CAP+theorem_SpringerLink.csv;SpringerLink;11;239;https://doi.org/10.1186/2192-113X-2-22;
A unified framework and algorithm for channel assignment in wireless networks;S. Ramanathan;1999;https://link.springer.com/article/10.1023/A%3A1019126406181;https://link.springer.com/content/pdf/10.1023%2FA%3A1019126406181.pdf;Mobile+transactions+AND+CAP+theorem_SpringerLink.csv;SpringerLink;5;201;https://doi.org/10.1023/A:1019126406181;
Composite Replicated Data Types;Alexey Gotsman,    Hongseok Yang;2015;https://link.springer.com/chapter/10.1007/978-3-662-46669-8_24;https://link.springer.com/content/pdf/10.1007%2F978-3-662-46669-8_24.pdf;Mobile+transactions+AND+CAP+theorem_SpringerLink.csv;SpringerLink;16;109;https://doi.org/10.1007/978-3-662-46669-8_24;
Utilization and fairness in spectrum assignment for opportunistic spectrum access;Chunyi Peng,    Haitao Zheng,    Ben Y. Zhao;2006;https://link.springer.com/article/10.1007/s11036-006-7322-y;https://link.springer.com/content/pdf/10.1007%2Fs11036-006-7322-y.pdf;Mobile+transactions+AND+CAP+theorem_SpringerLink.csv;SpringerLink;4;320;https://doi.org/10.1007/s11036-006-7322-y;
Impact of Interference on Multi-Hop Wireless Network Performance;Kamal Jain,    Jitendra Padhye,    Venkata N. Padmanabhan,    Lili Qiu;2005;https://link.springer.com/article/10.1007/s11276-005-1769-9;https://link.springer.com/content/pdf/10.1007%2Fs11276-005-1769-9.pdf;Mobile+transactions+AND+CAP+theorem_SpringerLink.csv;SpringerLink;2;259;https://doi.org/10.1007/s11276-005-1769-9;y
Performance evaluation of an IEEE 802.15.4 sensor network with a star topology;Chandramani Kishore Singh,    Anurag Kumar,    P. M. Ameer;2008;https://link.springer.com/article/10.1007/s11276-007-0043-8;https://link.springer.com/content/pdf/10.1007%2Fs11276-007-0043-8.pdf;Mobile+transactions+AND+CAP+theorem_SpringerLink.csv;SpringerLink;3;63;https://doi.org/10.1007/s11276-007-0043-8;
Big Data: Unleashing information;James M. Tien;2013;https://link.springer.com/article/10.1007/s11518-013-5219-4;https://link.springer.com/content/pdf/10.1007%2Fs11518-013-5219-4.pdf;Mobile+transactions+AND+CAP+theorem_SpringerLink.csv;SpringerLink;4;71;https://doi.org/10.1007/s11518-013-5219-4;
Public Choice and the Economic Analysis of Law;Charles K. Rowley;1989;https://link.springer.com/chapter/10.1007/978-94-009-1079-9_5;No PDF available;Mobile+transactions+AND+CAP+theorem_SpringerLink.csv;SpringerLink;13;54;https://doi.org/10.1007/978-94-009-1079-9_5;
Systems Theory;Gail G. Whitchurch,    Larry L. Constantine;1993;https://link.springer.com/chapter/10.1007/978-0-387-85764-0_14;No PDF available;Mobile+transactions+AND+CAP+theorem_SpringerLink.csv;SpringerLink;7;160;https://doi.org/10.1007/978-0-387-85764-0_14;
The Medium Time Metric: High Throughput Route Selection in Multi-rate Ad Hoc Wireless Networks;Baruch Awerbuch,    David Holmer,    Herbert Rubens;2006;https://link.springer.com/article/10.1007/s11036-005-4477-x;https://link.springer.com/content/pdf/10.1007%2Fs11036-005-4477-x.pdf;Mobile+transactions+AND+CAP+theorem_SpringerLink.csv;SpringerLink;2;58;https://doi.org/10.1007/s11036-005-4477-x;
Real-time scheduling for energy harvesting sensor nodes;Clemens Moser,    Davide Brunelli,    Lothar Thiele,    Luca Benini;2007;https://link.springer.com/article/10.1007/s11241-007-9027-0;https://link.springer.com/content/pdf/10.1007%2Fs11241-007-9027-0.pdf;Mobile+transactions+AND+CAP+theorem_SpringerLink.csv;SpringerLink;4;76;https://doi.org/10.1007/s11241-007-9027-0;
Glowworm swarm optimization for simultaneous capture of multiple local optima of multimodal functions;K. N. Krishnanand,    D. Ghose;2009;https://link.springer.com/article/10.1007/s11721-008-0021-5;https://link.springer.com/content/pdf/10.1007%2Fs11721-008-0021-5.pdf;Mobile+transactions+AND+CAP+theorem_SpringerLink.csv;SpringerLink;1;128;https://doi.org/10.1007/s11721-008-0021-5;
The Determinants of Trust in Supplier-Automaker Relationships in the U.S., Japan and Korea;Jeffrey H. Dyer,    Wujin Chu;2000;https://link.springer.com/article/10.1057/palgrave.jibs.8490905;https://link.springer.com/content/pdf/10.1057%2Fpalgrave.jibs.8490905.pdf;Mobile+transactions+AND+CAP+theorem_SpringerLink.csv;SpringerLink;4;329;https://doi.org/10.1057/palgrave.jibs.8490905;
Second-best theory and the use of multiple policy instruments;Lori Snyder Bennear,    Robert N. Stavins;2007;https://link.springer.com/article/10.1007/s10640-007-9110-y;https://link.springer.com/content/pdf/10.1007%2Fs10640-007-9110-y.pdf;Mobile+transactions+AND+CAP+theorem_SpringerLink.csv;SpringerLink;2;101;https://doi.org/10.1007/s10640-007-9110-y;
The Role of Duration in Multinational Investment Strategies;Ram Mudambi;1998;https://link.springer.com/article/10.1057/palgrave.jibs.8490035;https://link.springer.com/content/pdf/10.1057%2Fpalgrave.jibs.8490035.pdf;Mobile+transactions+AND+CAP+theorem_SpringerLink.csv;SpringerLink;1;61;https://doi.org/10.1057/palgrave.jibs.8490035;
