title;author;date;link;pdf_link;query;search_engine;nr_found;cite_count;doi;Investigate further?;abstract viewed;
A Secure Transaction Scheme With Certificateless Cryptographic Primitives for IoT-Based Mobile Payments;Kuo-Hui Yeh;Jun 18;https://ieeexplore.ieee.org/document/7875435/;https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7875435;Mobile+transactions+AND+IoT_IEEEXplore.csv;IEEEXplore;2;3;10.1109/JSYST.2017.2668389;y;;
An Efficient Delta Synchronization Algorithm for Mobile Cloud Storage Applications;Giwon Lee, Haneul Ko, Sangheon Pack;1 May-June 2017;https://ieeexplore.ieee.org/document/7321044/;https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7321044;mobile+AND+cloud+computing+AND+transactions_IEEEXplore.csv;IEEEXplore;1;4;10.1109/TSC.2015.2498168;y;;
Movement-based mobility management and trade off analysis for wireless mobile networks;Yuguang Fang;Jun 03;https://ieeexplore.ieee.org/document/1204834/;https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1204834;Movement+management+AND+transactions_IEEEXplore.csv;IEEEXplore;2;128;10.1109/TC.2003.1204834;y;;
A prototype remote access and mobile data transaction system for police cruisers;A.L. Kun, K. Dogan;6-9 May 2002;https://ieeexplore.ieee.org/document/1002761/;https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1002761;Mobile+transactions+AND+Embedded_IEEEXplore.csv;IEEEXplore;1;3;10.1109/VTC.2002.1002761;y;;
Adaptive data broadcast strategy for transactions with multiple data requests in mobile computing environments;J.C.-H. Yuen, E. Chan, Kam-Yiu Lam;13-15 Dec. 1999;https://ieeexplore.ieee.org/document/811191/;https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=811191;Mobile+transactions+AND+Embedded_IEEEXplore.csv;IEEEXplore;1;1;10.1109/RTCSA.1999.811191;y;;
Classification of transaction models in mobile database system;Amer O. Abu Salem, Ahmad H. Al-Qeerm;21-23 March 2015;https://ieeexplore.ieee.org/document/7209086/;https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7209086;Mobile+transactions+AND+Embedded_IEEEXplore.csv;IEEEXplore;1;0;10.1109/WSWAN.2015.7209086;y;;
Critical segment based real-time E-signature for securing mobile transactions;Yanzhi Ren, Chen Wang, Yingying Chen, Mooi Choo Chuah, Jie Yang;28-30 Sept. 2015;https://ieeexplore.ieee.org/document/7346804/;https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7346804;Mobile+transactions+AND+Embedded_IEEEXplore.csv;IEEEXplore;1;1;10.1109/CNS.2015.7346804;y;;
Programmable electronic payment card transaction limit implemented using mobile electronic technologies;Mirko Sajić, Dušanka Bundalo, Zlatko Bundalo, Luka Sajić, Goran Kuzmić;10-14 June 2018;https://ieeexplore.ieee.org/document/8406035/;https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8406035;Mobile+transactions+AND+Embedded_IEEEXplore.csv;IEEEXplore;1;0;10.1109/MECO.2018.8406035;y;;
A link and network layer approach to support mobile commerce transactions;P. Ahluwalia, U. Varshney;6-9 Oct. 2003;https://ieeexplore.ieee.org/document/1286336/;https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1286336;Mobile+transactions+AND+(atomicity+OR+consistency+OR+isolation+OR+durability)_IEEEXplore.csv;IEEEXplore;1;0;10.1109/VETECF.2003.1286336;y;;
Avoiding Infinite Blocking of Mobile Transactions;Sebastian Obermeier, Stefan Bottcher;6-8 Sept. 2007;https://ieeexplore.ieee.org/document/4318090/;https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4318090;Mobile+transactions+AND+(atomicity+OR+consistency+OR+isolation+OR+durability)_IEEEXplore.csv;IEEEXplore;1;0;10.1109/IDEAS.2007.4318090;y;;
Slack time scheduling for managing database transactions in mobile ad-hoc networks;B. Diwan, M. R Sumalatha;25-27 July 2013;https://ieeexplore.ieee.org/document/6844239/;https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6844239;Mobile+transactions+AND+(atomicity+OR+consistency+OR+isolation+OR+durability)_IEEEXplore.csv;IEEEXplore;16;30;10.1109/ICRTIT.2013.6844239;y;;
Application-aware adaptation for mobile computing;M Satyanarayanan, B Noble, P Kumar… - … operating systems to …, 1994 - dl.acm.org;1994;https://dl.acm.org/citation.cfm?id=504392;http://www.dtic.mil/get-tr-doc/pdf?AD=ADA288366;Disconnection+management+AND+(mobile+environments+OR+mobile+systems+OR+mobile+transactions)_GoogleScholar.csv;GoogleScholar;1;118;No DOI available;l;;
Making distributed transactions resilient to intermittent network connections;N Santos, P Ferreira - … Symposium on on World of Wireless, Mobile and …, 2006 - dl.acm.org;2006;https://dl.acm.org/citation.cfm?id=1139468;https://www.researchgate.net/profile/Paulo_Ferreira13/publication/221567295_Making_Distributed_Transactions_Resilient_to_Intermittent_Network_Connections/links/0deec518829a58f585000000/Making-Distributed-Transactions-Resilient-to-Intermittent-Network-Connections.pdf;Resilient+connectivity+AND+mobile+transactions_GoogleScholar.csv;GoogleScholar;2;11;No DOI available;y;;y
Business models and transactions in mobile electronic commerce: requirements and properties;A Tsalgatidou, E Pitoura - Computer Networks, 2001 - Elsevier;2001;https://www.sciencedirect.com/science/article/pii/S138912860100216X;http://www.cs.uoi.gr/~pitoura/distribution/computer-networks02.pdf;Resilient+connectivity+AND+mobile+transactions_GoogleScholar.csv;GoogleScholar;9;301;No DOI available;y;;
On the design of perturbation-resilient atomic commit protocols for mobile transactions;B Ayari, A Khelil, N Suri - ACM Transactions on Computer Systems …, 2011 - dl.acm.org;2011;https://dl.acm.org/citation.cfm?id=2003691;https://www.tk.informatik.tu-darmstadt.de/fileadmin/user_upload/GROUP_DEEDS/Publications/Publication/ayari_acmtocs_2011.pdf;Resilient+connectivity+AND+mobile+transactions_GoogleScholar.csv;GoogleScholar;3;10;No DOI available;y;;y
Coverage and connectivity issues in wireless sensor networks;A Ghosh, SK Das - Mobile, wireless, and sensor networks …, 2005 - Wiley Online Library;2005;https://onlinelibrary.wiley.com/doi/abs/10.1002/0471755591.ch9;http://anrg.usc.edu/~amitabhag/papers/BookChapter-CoverageConnectivity-2006.pdf;Resilient+connectivity+AND+mobile+transactions_GoogleScholar.csv;GoogleScholar;3;444;No DOI available;y;;
Resilient and decentralized control of multi-level cooperative mobile networks to maintain connectivity under adversarial environment;J Chen, Q Zhu - Decision and Control (CDC), 2016 IEEE 55th …, 2016 - ieeexplore.ieee.org;2016;https://ieeexplore.ieee.org/abstract/document/7799062/;https://arxiv.org/pdf/1505.07158;Resilient+connectivity+AND+mobile+transactions_GoogleScholar.csv;GoogleScholar;2;13;No DOI available;y;;
Supporting secure communication and data collection in mobile sensor networks;L Zhou, J Ni, CV Ravishankar - INFOCOM 2006. 25th IEEE International …, 2006 - cs.ucr.edu;2006;http://www.cs.ucr.edu/~ravi/Papers/NWConf/mgke_infocom06.pdf;http://www.cs.ucr.edu/~ravi/Papers/NWConf/mgke_infocom06.pdf;Resilient+connectivity+AND+mobile+transactions_GoogleScholar.csv;GoogleScholar;4;133;No DOI available;y;;
The influence of communication range on connectivity for resilient wireless sensor networks using a probabilistic approach;Y Huang, JF Martínez, J Sendra… - International Journal of …, 2013 - journals.sagepub.com;2013;http://journals.sagepub.com/doi/abs/10.1155/2013/482727;http://journals.sagepub.com/doi/full/10.1155/2013/482727;Resilient+connectivity+AND+mobile+transactions_GoogleScholar.csv;GoogleScholar;2;17;No DOI available;y;;
FT-PPTC: An efficient and fault-tolerant commit protocol for mobile environments;B Ayari, A Khelil, N Suri - … Systems, 2006. SRDS'06. 25th IEEE …, 2006 - ieeexplore.ieee.org;2006;https://ieeexplore.ieee.org/abstract/document/4032472/;http://webmail.deeds.informatik.tu-darmstadt.de/External/PublicationData/1/SRDS06_Presentation_final.pdf;Resilient+connectivity+AND+mobile+transactions_GoogleScholar.csv;GoogleScholar;2;17;No DOI available;y;;y
MCloudDB: A Mobile Cloud Database Service Framework;L Lei, S Sengupta, T Pattanaik… - Mobile Cloud Computing …, 2015 - ieeexplore.ieee.org;2015;https://ieeexplore.ieee.org/abstract/document/7130864/;https://www.researchgate.net/profile/Jerry_Gao/publication/273635400_MCloudDB_A_Mobile_Cloud_Database_Service_Framework/links/5509346b0cf27e990e0e0777/MCloudDB-A-Mobile-Cloud-Database-Service-Framework.pdf;Resilient+connectivity+AND+mobile+transactions_GoogleScholar.csv;GoogleScholar;1;7;No DOI available;y;;
Resilient cluster-organizing key management and secure routing protocol for mobile ad hoc networks;HY Lin, YM Huang, TI Wang - IEICE transactions on …, 2005 - search.ieice.org;2005;https://search.ieice.org/bin/summary.php?id=e88-b_9_3598;http://ir.lib.ncku.edu.tw/bitstream/987654321/87751/2/3010800101013.pdf;Resilient+connectivity+AND+mobile+transactions_GoogleScholar.csv;GoogleScholar;1;18;No DOI available;y;;
Localized algorithm to improve connectivity and topological resilience of multi-hop wireless networks;TH Kim, D Tipper, P Krishnamurthy - Journal of information and …, 2013 - koreascience.or.kr;2013;http://www.koreascience.or.kr/article/ArticleFullRecord.jsp?cn=E1ICAW_2013_v11n2_69;http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.898.1241&rep=rep1&type=pdf;Resilient+connectivity+AND+mobile+transactions_GoogleScholar.csv;GoogleScholar;2;10;No DOI available;y;;
Measuring the resilience of mobile ad hoc networks with human walk patterns;D Zhang, JPG Sterbenz - Reliable Networks Design and …, 2015 - ieeexplore.ieee.org;2015;https://ieeexplore.ieee.org/abstract/document/7325224/;https://www.researchgate.net/profile/Dongsheng_Zhang7/publication/306033166_Measuring_the_resilience_of_mobile_ad_hoc_networks_with_human_walk_patterns/links/5ab09577a6fdcc1bc0be1d6f/Measuring-the-resilience-of-mobile-ad-hoc-networks-with-human-walk-patterns.pdf;Resilient+connectivity+AND+mobile+transactions_GoogleScholar.csv;GoogleScholar;2;6;No DOI available;y;;
A new domain-based payment model for emerging mobile commerce scenarios;D Suarez, J Torres, M Carbonell… - Database and Expert …, 2007 - ieeexplore.ieee.org;2007;https://ieeexplore.ieee.org/abstract/document/4312987/;https://www.researchgate.net/profile/Mildrey_Carbonell/publication/4275814_A_new_domain-based_payment_model_for_emerging_mobile_commerce_scenarios/links/56a9e77c08aef6e05df36d1e.pdf;Resilient+connectivity+AND+mobile+transactions_GoogleScholar.csv;GoogleScholar;1;6;No DOI available;y;;
Exploring delay-aware transactions in heterogenous mobile environments,”;B Ayari, A Khelil, N Suri - Journal of Software, 2009 - pdfs.semanticscholar.org;2009;https://pdfs.semanticscholar.org/30df/4942277fc6fe5636ee55c585ace5b63eb77e.pdf;https://pdfs.semanticscholar.org/30df/4942277fc6fe5636ee55c585ace5b63eb77e.pdf;Resilient+connectivity+AND+mobile+transactions_GoogleScholar.csv;GoogleScholar;1;4;No DOI available;y;;y
Quantifying connectivity of grid-based Wireless Sensor Networks under practical errors;MAT Fadi, SH Hossam… - Local Computer Networks …, 2010 - ieeexplore.ieee.org;2010;https://ieeexplore.ieee.org/abstract/document/5735706/;http://www.queenstrl.ca/uploads/4/6/3/1/4631596/quantifying_connectivity_of_grid-based_wireless_sensor_networks_under_practical_errors.pdf;Resilient+connectivity+AND+mobile+transactions_GoogleScholar.csv;GoogleScholar;1;6;No DOI available;y;;
Analyzing resilience to node misbehaviors in wireless multi-hop networks;F Xing, W Wang - Wireless Communications and Networking …, 2007 - ieeexplore.ieee.org;2007;https://ieeexplore.ieee.org/abstract/document/4224885/;http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.331.4636&rep=rep1&type=pdf;Resilient+connectivity+AND+mobile+transactions_GoogleScholar.csv;GoogleScholar;1;10;No DOI available;y;;
Connectivity and critical point behavior in mobile ad hoc and sensor networks;TH Kim, D Tipper… - … and Communications, 2009 …, 2009 - ieeexplore.ieee.org;2009;https://ieeexplore.ieee.org/abstract/document/5202371/;https://www.researchgate.net/profile/David_Tipper/publication/221504591_Connectivity_and_critical_point_behavior_in_mobile_ad_hoc_and_sensor_networks/links/02bfe51392e124dd35000000.pdf;Resilient+connectivity+AND+mobile+transactions_GoogleScholar.csv;GoogleScholar;2;17;No DOI available;y;;
Resilient PUMA (Protocol for Unified Multicasting through Announcement) against Internal Attacks in Mobile Ad Hoc Networks;AM Pushpa, K Kathiravan - Advances in Computing …, 2013 - ieeexplore.ieee.org;2013;https://ieeexplore.ieee.org/abstract/document/6637473/;No PDF available;Resilient+connectivity+AND+mobile+transactions_GoogleScholar.csv;GoogleScholar;1;8;No DOI available;y;;
Database replication for the mobile era;A Wolski - PROCEEDINGS OF THE INTERNATIONAL …, 2002 - pdfs.semanticscholar.org;2002;https://pdfs.semanticscholar.org/fedd/98907567206eabf37043c321037b417d8a1a.pdf;https://pdfs.semanticscholar.org/fedd/98907567206eabf37043c321037b417d8a1a.pdf;Resilient+connectivity+AND+mobile+transactions_GoogleScholar.csv;GoogleScholar;1;4;No DOI available;y;;
Perturbation-Resilient Atomic Commit Protocols for Mobile Environments;B Ayari - 2010 - tuprints.ulb.tu-darmstadt.de;2010;http://tuprints.ulb.tu-darmstadt.de/2274/;http://tuprints.ulb.tu-darmstadt.de/2274/1/TUD-BrahimAyari-PhDThesis.pdf;Resilient+connectivity+AND+mobile+transactions_GoogleScholar.csv;GoogleScholar;2;2;No DOI available;y;;y
Resilient key establishment for mobile sensor networks;K Karaca, A Levi - … in Sensor Systems and Workshops (DCOSS …, 2011 - ieeexplore.ieee.org;2011;https://ieeexplore.ieee.org/abstract/document/5982207/;No PDF available;Resilient+connectivity+AND+mobile+transactions_GoogleScholar.csv;GoogleScholar;2;2;No DOI available;y;;
GMTC: A generalized commit approach for hybrid mobile environments;B Ayari, A Khelil, N Suri - IEEE Transactions on Mobile …, 2013 - ieeexplore.ieee.org;2013;https://ieeexplore.ieee.org/abstract/document/6319302/;http://www1.deeds.informatik.tu-darmstadt.de/External/PublicationData/0/TMC-GMTC.pdf;Resilient+connectivity+AND+mobile+transactions_GoogleScholar.csv;GoogleScholar;1;1;No DOI available;y;;y
The role of IoT in network resilience;H Petersen, E Baccelli, M Wählisch, TC Schmidt… - 2014 - hal.inria.fr;2014;https://hal.inria.fr/hal-01010891/;https://hal.inria.fr/docs/01/01/08/91/PDF/RR-8552.pdf;Resilient+connectivity+AND+mobile+transactions_GoogleScholar.csv;GoogleScholar;1;1;No DOI available;y;;
A Multi-Layer Feedback System Approach to Resilient Connectivity of Remotely Deployed Mobile Internet of Things;MJ Farooq, Q Zhu - IEEE Transactions on Cognitive …, 2018 - ieeexplore.ieee.org;2018;https://ieeexplore.ieee.org/abstract/document/8360491/;https://arxiv.org/pdf/1805.05824;Resilient+connectivity+AND+mobile+transactions_GoogleScholar.csv;GoogleScholar;1;1;No DOI available;y;;y
A resilient cybersecurity framework for Mobile Financial Services (MFS);S Ambore, C Richardson, H Dogan… - Journal of Cyber …, 2017 - Taylor & Francis;2017;https://www.tandfonline.com/doi/abs/10.1080/23742917.2017.1386483;https://www.tandfonline.com/doi/full/10.1080/23742917.2017.1386483;Resilient+connectivity+AND+mobile+transactions_GoogleScholar.csv;GoogleScholar;1;No cite count available;No DOI available;y;;
Design of secure mobile payment protocols for restricted connectivity scenarios;JA Téllez Isaac - 2012 - upcommons.upc.edu;2012;https://upcommons.upc.edu/handle/2117/94695;https://upcommons.upc.edu/bitstream/handle/2117/94695/TJTI1de1.pdf;Resilient+connectivity+AND+mobile+transactions_GoogleScholar.csv;GoogleScholar;1;No cite count available;No DOI available;y;;
Analysis and Design of Highly Resilient Wireless and Sensor Networks;E Yeh - 2008 - dtic.mil;2008;http://www.dtic.mil/docs/citations/ADA500720;http://www.dtic.mil/get-tr-doc/pdf?AD=ADA500720;Resilient+connectivity+AND+mobile+transactions_GoogleScholar.csv;GoogleScholar;1;No cite count available;No DOI available;y;;
An energy and memory-efficient key management scheme for mobile heterogeneous sensor networks;SU Khan, C Pastrone, L Lavagno… - Risk and Security of …, 2011 - ieeexplore.ieee.org;2011;https://ieeexplore.ieee.org/abstract/document/6061832/;https://iris.polito.it/retrieve/handle/11583/2458628/55107/KhanKeyManagement-CameraReady.pdfPOLITECNICO;Resilient+connectivity+AND+mobile+transactions_GoogleScholar.csv;GoogleScholar;2;27;No DOI available;y;;
Maintaining consistency of data in mobile distributed environments;E Pitoura, B Bhargava - … of the 15th International Conference on, 1995 - ieeexplore.ieee.org;1995;https://ieeexplore.ieee.org/abstract/document/500045/;https://docs.lib.purdue.edu/cgi/viewcontent.cgi?article=2126&context=cstech;Mobile+transactions+AND+consistency_GoogleScholar.csv;GoogleScholar;6;282;No DOI available;y;;y
Supporting semantics-based transaction processing in mobile database applications;GD Walborn, PK Chrysanthis - Reliable Distributed Systems …, 1995 - ieeexplore.ieee.org;1995;https://ieeexplore.ieee.org/abstract/document/518721/;https://www.researchgate.net/profile/Panos_Chrysanthis/publication/2622532_Supporting_Semantics-Based_Transaction_Processing_in_Mobile_Database_Applications/links/564b94d308ae4ae893b7ea90/Supporting-Semantics-Based-Transaction-Processing-in-Mobile-Database-Applications.pdf;Mobile+transactions+AND+consistency_GoogleScholar.csv;GoogleScholar;7;161;No DOI available;y;;
System and method for maintaining transaction cache consistency in mobile computing environment;S Lee - US Patent App. 10/613,936, 2004 - Google Patents;2004;https://patents.google.com/patent/US20040085980A1/en;No PDF available;Mobile+transactions+AND+consistency_GoogleScholar.csv;GoogleScholar;4;41;No DOI available;y;;y
Location dependent data and its management in mobile databases;MH Dunham, V Kumar - Database and Expert Systems …, 1998 - ieeexplore.ieee.org;1998;https://ieeexplore.ieee.org/abstract/document/707433/;http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.25.6708&rep=rep1&type=pdf;Mobile+transactions+AND+consistency_GoogleScholar.csv;GoogleScholar;4;152;No DOI available;y;;
Supporting transactional cache consistency in mobile database systems;SK Lee, CS Hwang, HC Yu - … Data engineering for wireless and mobile …, 1999 - dl.acm.org;1999;https://dl.acm.org/citation.cfm?id=313322;No PDF available;Mobile+transactions+AND+consistency_GoogleScholar.csv;GoogleScholar;1;35;No DOI available;y;;y
Data consistency in intermittently connected distributed systems;E Pitoura, B Bhargava - IEEE Transactions on Knowledge & Data …, 1999 - computer.org;1999;https://www.computer.org/csdl/trans/tk/1999/06/k0896.pdf;http://delab.csd.auth.gr/~dimitris/courses/mpc_fall05/papers/invalidation/ieee_tkde99_data_consistency_pitoura.pdf;Mobile+transactions+AND+consistency_GoogleScholar.csv;GoogleScholar;2;166;No DOI available;y;;y
Replication and consistency: Being lazy helps sometimes;Y Breitbart, HF Korth - Proceedings of the sixteenth ACM SIGACT …, 1997 - dl.acm.org;1997;https://dl.acm.org/citation.cfm?id=263681;No PDF available;Mobile+transactions+AND+consistency_GoogleScholar.csv;GoogleScholar;2;158;No DOI available;y;;y
Efficient validation of mobile transactions in wireless environments;VCS Lee, KW Lam, TW Kuo - Journal of Systems and Software, 2004 - Elsevier;2004;https://www.sciencedirect.com/science/article/pii/S0164121203000840;http://delab.csd.auth.gr/~dimitris/courses/mpc_fall06/papers/transactions/JSS_04_validation_mobile_transactions.pdf;Mobile+transactions+AND+consistency_GoogleScholar.csv;GoogleScholar;5;48;No DOI available;y;;y
Mobile data and transaction management;SK Madria, M Mohania, SS Bhowmick, B Bhargava - Information Sciences, 2002 - Elsevier;2002;https://www.sciencedirect.com/science/article/pii/S0020025502001780;http://www.eprint.iitd.ac.in/bitstream/2074/1040/1/madriamob2002.pdf;Mobile+transactions+AND+consistency_GoogleScholar.csv;GoogleScholar;11;124;No DOI available;y;;y
