title;author;date;link;pdf_link;query;search_engine;nr_found;cite_count;doi;take
Powerscope: A tool for profiling the energy usage of mobile applications;J Flinn, M Satyanarayanan - Mobile Computing Systems and …, 1999 - ieeexplore.ieee.org;1999;https://ieeexplore.ieee.org/abstract/document/749272/;https://www.cs.cmu.edu/~coda/docdir/pscope99.pdf;Disconnection+management+AND+(mobile+environments+OR+mobile+systems+OR+mobile+transactions)_GoogleScholar.csv;GoogleScholar;1;568;No DOI available;
Value creation in mobile commerce: Findings from a consumer survey;B Anckar, D D'incau - Journal of Information Technology Theory and …, 2002 - aisel.aisnet.org;2002;https://aisel.aisnet.org/cgi/viewcontent.cgi?article=1187&context=jitta;http://www.academia.edu/download/38419310/Value_Creation_in_Mobile_Commerce-_Findings_from_a_Consumer_Surve.pdf;Disconnection+management+AND+(mobile+environments+OR+mobile+systems+OR+mobile+transactions)_GoogleScholar.csv;GoogleScholar;1;658;No DOI available;
Reconsidering internet mobility;AC Snoeren, H Balakrishnan, MF Kaashoek - hotos, 2001 - computer.org;2001;https://www.computer.org/csdl/proceedings/hotos/2001/1040/00/10400041.pdf;https://www.cc.gatech.edu/systems/papers/HotOS8.pdf#page=41;Disconnection+handling+AND+mobility_GoogleScholar.csv;GoogleScholar;1;161;No DOI available;
Virtual port-based channel level mobility management middleware in heterogeneous wireless networks;JZ Sun, M Jurmu, J Riekki… - Pervasive Services, 2005 …, 2005 - ieeexplore.ieee.org;2005;https://ieeexplore.ieee.org/abstract/document/1506388/;https://www.researchgate.net/profile/Marko_Jurmu/publication/4173427_Virtual_port-based_channel_level_mobility_management_middleware_in_heterogeneous_wireless_networks/links/0fcfd50a4b6b800cf4000000/Virtual-port-based-channel-level-mobility-management-middleware-in-heterogeneous-wireless-networks.pdf;Disconnection+handling+AND+mobility_GoogleScholar.csv;GoogleScholar;2;815;No DOI available;y
Handling Network Roaming and Long Disconnections at Middleware Level;D Conan, S Chabridon, O Villin, G Bernard… - Proc. Workshop on …, 2002 - Citeseer;2002;http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.562.4470&rep=rep1&type=pdf;http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.562.4470&rep=rep1&type=pdf;Disconnection+handling+AND+mobility_GoogleScholar.csv;GoogleScholar;1;11;No DOI available;y
An adaptive mobility-aware MAC protocol for sensor networks (MS-MAC);H Pham, S Jha - Mobile Ad-hoc and Sensor Systems, 2004 …, 2004 - ieeexplore.ieee.org;2004;https://ieeexplore.ieee.org/abstract/document/1392207/;http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.119.1156&rep=rep1&type=pdf;Disconnection+handling+AND+mobility_GoogleScholar.csv;GoogleScholar;1;169;No DOI available;y
Handling mobility in IoT applications using the MQTT protocol;JE Luzuriaga, JC Cano, C Calafate… - Internet …, 2015 - ieeexplore.ieee.org;2015;https://ieeexplore.ieee.org/abstract/document/7317403/;No PDF available;Disconnection+handling+AND+mobility_GoogleScholar.csv;GoogleScholar;1;30;No DOI available;y
Publisher mobility in distributed publish/subscribe systems;V Muthusamy, M Petrovic, D Gao… - … Workshops, 2005. 25th …, 2005 - ieeexplore.ieee.org;2005;https://ieeexplore.ieee.org/abstract/document/1437206/;https://pdfs.semanticscholar.org/586d/b143362c5ef232f265950989b60788700a70.pdf;Disconnection+handling+AND+mobility_GoogleScholar.csv;GoogleScholar;1;30;No DOI available;y
An agent-based middleware–a solution for terminal and user mobility;S Lipperts, ASB Park - Computer Networks, 1999 - Elsevier;1999;https://www.sciencedirect.com/science/article/pii/S1389128699000791;No PDF available;Disconnection+handling+AND+mobility_GoogleScholar.csv;GoogleScholar;1;42;No DOI available;y
The migrate approach to Internet mobility;AC Snoeren, H Balakrishnan, MF Kaashoek - Proc. of the Oxygen Student …, 2001 - Citeseer;2001;http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.67.6563&rep=rep1&type=pdf;http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.67.6563&rep=rep1&type=pdf;Disconnection+handling+AND+mobility_GoogleScholar.csv;GoogleScholar;1;19;No DOI available;
Enhanced communication service for predicting and handling communication interruption;SM Bellovin - US Patent 8,798,614, 2014 - Google Patents;2014;https://patents.google.com/patent/US8798614B2/en;No PDF available;Disconnection+handling+AND+mobility_GoogleScholar.csv;GoogleScholar;2;27;No DOI available;y
An efficient optimistic message logging scheme for recoverable mobile computing systems;T Park, N Woo, HY Yeom - IEEE Transactions on Mobile …, 2002 - ieeexplore.ieee.org;2002;https://ieeexplore.ieee.org/abstract/document/1175540/;http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.6.7177&rep=rep1&type=pdf;Disconnection+handling+AND+mobility_GoogleScholar.csv;GoogleScholar;1;62;No DOI available;y
A session-based architecture for internet mobility;MAC Snoeren - 2002 - dspace.mit.edu;2002;https://dspace.mit.edu/handle/1721.1/8027;https://dspace.mit.edu/bitstream/handle/1721.1/8027/52700855-MIT.pdf?sequence=2;Disconnection+handling+AND+mobility_GoogleScholar.csv;GoogleScholar;1;39;No DOI available;y
